"HP","HP3k","HP400k","Hamilton","linear","quad","BN","UC","combined cycle","date"
-2.97659011874603,-3.44215283796198,-4.21891688210235,0,-3.75166666666667,0.472307692307666,-1.14188548375808,11.502,NA,1991-01-01
-2.45641270698739,-2.98056461289784,-3.90403163139446,2.55795384873636e-13,-4.4033846153846,0.166700854700849,-1.82175836546527,11.23,NA,1991-04-01
-3.02595100815019,-3.62393834534944,-4.7376841100302,1.4210854715202e-14,-4.09316239316239,0.718192918192926,-1.28050456223506,10.589,NA,1991-07-01
-3.09571685601009,-3.76912655740449,-5.0988860991849,-1.4210854715202e-14,-4.93333333333332,0.230870279146146,-1.59032868279355,9.9597,NA,1991-10-01
-3.48306457486105,-4.24194001615358,-5.83256215637302,4.2632564145606e-14,-5.30172413793105,0.229679802955673,-4.62416492982543,9.1494,NA,1992-01-01
-3.63586507918743,-4.48271843874004,-6.37062664162656,-0.167778948154577,-6.04413793103448,-0.0731701890989882,-5.41498768959617,8.284,NA,1992-04-01
-3.5175529085588,-4.44536677630265,-6.65205073900064,-0.452638077856349,-6.5920430107527,-0.150846774193525,-8.33472519306179,7.4266,NA,1992-07-01
-3.5045661195044,-4.50833930892354,-7.06084095965636,-0.209460748689921,-6.88387096774193,0.0147727272727138,-6.65286604173129,6.5139,NA,1992-10-01
-3.41599593539411,-4.48744301419694,-7.40709248030956,-0.602515874036072,-7.30397727272728,0.0600768716577704,-6.82708599324972,5.5784,NA,1993-01-01
-2.38963555137522,-3.48922108882201,-6.72534272075373,-0.51353469458958,-7.66238859180035,0.165087853323129,-8.38382067391522,4.8942,NA,1993-04-01
-1.43587573840688,-2.52543485328434,-6.01830735543479,-0.122437220291275,-6.99142857142857,1.15478991596638,-3.14119993272293,4.3801,NA,1993-07-01
-0.481532635717457,-1.52298398033876,-5.19911366056152,0.277183483003753,-6.29380952380953,2.04241956241957,0.762272600484183,4.0402,NA,1993-10-01
-0.187525245947313,-1.16551966147493,-4.99426093545287,0.658585559969509,-5.48243243243243,2.9170459933618,1.48665887151306,3.702,NA,1994-01-01
0.291469166474258,-0.603308209402115,-4.53335952445499,0.804352685543492,-5.28520625889048,3.14574898785426,0.760989474936894,3.4407,NA,1994-04-01
0.507952929787933,-0.294190559014936,-4.2915819493239,0.71846029182872,-4.83117408906884,3.57135627530364,-0.393138497762283,3.1964,NA,1994-07-01
1.22915997577266,0.54403460391778,-3.43602528300639,0.64881637344493,-4.59602564102563,3.75217636022515,0.0765111295279416,3.1026,NA,1994-10-01
1.13868971902656,0.566565853468362,-3.38070359868979,0.981669488910612,-3.74536585365854,4.45241289198606,0.99236739071292,2.9761,NA,1995-01-01
1.92019573886438,1.48416039931993,-2.32938550851247,0.818109037416818,-3.69512195121953,4.36038408556844,1.30638967858308,3.0177,NA,1995-04-01
2.26216789294062,1.96952293474321,-1.64410773446808,1.65898291873907,-2.64651162790697,5.16049531863484,1.39467020453631,3.1499,NA,1995-07-01
2.56490624448378,2.42020718731426,-0.927543386070184,1.95651517432093,-1.96236786469345,5.54221282593375,3.93011539927151,3.3605,3.13781335333514,1995-10-01
2.4298341140472,2.42186218104294,-0.637773566675563,2.10400489543889,-1.24515151515152,5.90534255599474,3.25657805107003,3.5643,1.88106457484426,1996-01-01
2.42743621146981,2.54817492227134,-0.18971311503249,1.62336625625585,-0.954009661835741,5.84156028368793,2.61370006946811,3.7817,2.191990109483,1996-04-01
2.13145223490874,2.36242953604722,-0.0540292399426789,1.7213864259423,-0.503330249768737,5.91994680851064,1.86917342994096,3.9668,1.95378067957545,1996-07-01
1.52744253096905,1.83947922476668,-0.29615214448809,1.25372109422925,-0.364627659574467,5.70259444203214,1.78919773914382,4.0522,1.09697285129552,1996-10-01
0.930509203599016,1.29448463240816,-0.60977091737692,0.226984885406296,-0.60450680272109,5.15913265306122,0.0352026748842953,4.0296,0.96199161277076,1997-01-01
1.07205109956064,1.48360380159704,-0.161939719275949,-0.858110325158933,-0.91697959183675,4.59752220888356,-1.36271269707788,4.0399,1.42386449355296,1997-04-01
1.32113137378904,1.78035114730343,0.434605139674602,-0.79337585580403,-0.466588235294125,4.77463348416291,0.0834270660636119,4.1435,2.01616557702443,1997-07-01
1.25089820355588,1.74812870408739,0.707433512077515,-0.506469123438492,0.134615384615387,5.06646461196961,2.61375902339799,4.284,2.14562764685555,1997-10-01
1.40662484607694,1.94028383443326,1.23531745349678,-0.441246507592766,0.413207547169819,5.03280519271087,2.55124631335811,4.4765,2.65423602231453,1998-01-01
2.45900682197536,3.05787598359166,2.83074142748029,-0.278946402752922,0.94905660377357,5.23039832285116,2.34141280339462,4.8898,3.89527065612674,1998-04-01
