"date","AR","AT","BE","CH","CL","DE","DK","ES","FI","FR","HU","ID","IE","IN","IT","JP","KR","MX","MY","NL","NO","PT","SE","TH","UK","US"
2000-01-01,2.16298786006462,3.2111826112674,4.36467112876169,-0.307013951839582,3.76217933154373,4.34154110611435,6.93713488972833,9.97633783213311,-1.44249000374559,1.93742456727794,4.72709483734896,-27.6533450384638,10.0385492685367,2.23317061234077,1.25214988272983,-7.94829471227209,-12.7805240033149,-4.80567249507094,-16.4354499610586,3.88396786344257,0.49461057747436,14.2592527624052,4.47187690461517,-32.7668049814509,5.13000309020137,5.88815756078741
2000-04-01,1.87611965497936,5.26316659629448,4.50093325889413,-3.12149659011154,5.10928058257023,3.82411260467949,6.27584467275345,11.5761600577301,1.98571430285667,2.87537972899965,5.53720962210663,-24.5710068179855,7.33106508701435,2.27290257755788,1.23702975169443,-8.9565871952812,-12.7542254996904,-4.52159074545171,-17.8420827936056,3.77578131983413,0.320236934732053,14.3913441380111,4.09383399762665,-37.5718513401485,5.75220963986786,5.89683853252009
2000-07-01,1.35513436228109,5.55824625241263,4.9475113687076,-4.76322664325616,4.28334056318609,4.68667812653121,6.51358010703061,11.9263512753333,3.51581150581611,3.50955464918005,6.36045238409624,-21.8428973129258,5.12996382806756,2.72333973437077,1.8835764868211,-8.81708907728246,-12.4358161523426,-4.3809033590731,-17.767858488482,3.96656676251859,-0.803526495909117,14.3986775587197,6.53649238885783,-40.5393914043529,5.39492877853879,5.55730082243633
2000-10-01,0.727351971492999,4.04232782492523,4.78038986389346,-4.15501503254806,3.51468333146601,5.43922367749326,5.75413999885575,10.5593752235549,3.9273600385473,3.72921640554638,6.72893232673967,-18.3762934389616,3.63428711222788,3.17844609049225,2.45951493655803,-9.03120565008145,-11.8791576893447,-4.3711335381605,-17.4787155104533,2.46275699150691,-2.66308220668114,13.9029393802038,7.67889479066103,-38.8852623720282,5.70348002296633,4.96028137339615
2001-01-01,0.888477253092705,3.2984797303973,4.42201303713917,-3.35155712776764,2.73808249946886,4.57640694131281,5.55080521191356,9.64855518339233,2.30130110394084,4.08662192690085,5.73814245706223,-15.601228669956,2.48013467126899,2.89428745952823,2.05739038850806,-9.81577794081024,-10.8392934579886,-4.49925814116768,-15.4271294202993,0.108323234745916,-2.39192462250826,12.8187839445919,6.56042891232474,-36.1896644242088,6.00540584371069,4.66497110660794
2001-04-01,0.784503338511561,2.55695620685328,4.10273856242723,-3.68674482043628,3.83105612707804,3.42763327909523,6.66603647186446,9.8416017938775,1.23015768238051,4.06303201980055,5.31499005450015,-14.4937094848357,1.58024297656311,2.53502582187594,1.70904185523347,-9.52259919875681,-9.51386991791157,-4.51286505134,-12.1310249574219,-0.441669793455265,-0.814119351681863,12.2539775776818,6.07060809239766,-35.0583906982483,6.09967666302753,5.95196522942829
2001-07-01,5.35180591008108,2.53607855882603,4.03509336185372,-5.34186034268764,2.80493692504297,2.4196110749569,8.52864957853706,10.1048860690738,-1.01488452435226,3.76587731135991,4.99835976847239,-13.5979896470558,2.38909627082427,2.72496433137554,1.68352427233616,-8.21118122341654,-8.9214672394376,-4.16184317750872,-8.88716716988191,-0.634454176097716,0.594579453966904,11.7090067258683,8.01703078308697,-31.3667196655919,6.16572335437595,7.31393294737082
2001-10-01,24.5043602289484,2.52814338201078,2.78911553046922,-6.15172450425035,-0.982314238532844,1.042019663211,8.80167224404699,9.51300961832118,-0.318612818356424,3.44735975109031,3.67465093208867,-12.5951878890233,3.46740528400183,3.10294047973757,1.80406853294035,-7.42077085477089,-7.48288253403046,-4.02034092366978,-5.92963521554168,-0.993713968320509,3.69606372890721,11.3641101419532,8.29525380020066,-25.096497099425,6.69057196136251,6.69731405881593
2002-01-01,38.0111844908222,1.55492566699114,0.669851956062248,-5.27192631369789,-2.18414388784183,0.983898689834151,7.09206613443079,8.53142771389662,1.54979366489421,2.92006494578498,3.58582304682127,-12.2610436802012,3.62022769108833,4.16890014107969,1.52371833446758,-6.70658219507855,-5.84178361704753,-3.74689273847072,-5.40914111203256,-2.5136687133146,6.11891956223158,8.75357836201269,5.97544669548053,-20.4677750515936,5.59467252120762,6.01456043602192
2002-04-01,33.0396070897468,0.902030976326949,-1.1216434293897,-4.46801040830987,-0.0475321566940737,0.994563008108674,6.64891143300521,7.3025084121697,2.37621004894591,2.2825308468328,4.04057451989432,-10.0683046016453,1.97796775419346,4.35111310559481,1.19218462103496,-7.47449727825853,-3.76411917337552,-3.17741036496177,-6.37202538303002,-2.73588335798963,6.22415205413191,7.4631774036993,4.33161374931383,-17.4771716545755,7.28339412934792,6.31754465304129
2002-07-01,22.8102584394524,0.394070115230277,-2.47528689492913,-3.96251632063892,-0.402511960559562,0.692778012777811,6.729208463598,6.44365259204923,-0.89366308441876,1.77594604522699,4.0253477860362,-5.4709581170332,-0.631882799488502,4.18836440198192,1.04930502929814,-6.9686077715934,-3.38101589916467,-2.73480774306058,-8.21059600383285,-2.45731522428114,5.88076870617652,9.30349052315217,5.90967581172156,-19.1771492186232,7.82962973854278,6.60079832545759
2002-10-01,12.327435993372,-0.253701608774036,-4.14384279427599,-2.98872311109209,-3.58618855217489,0.141488892994495,7.25171160553067,6.41903486110867,-1.62561099521387,1.79439213955842,3.71521767351415,-3.14474923899173,-4.82092024533003,4.55947177250829,1.19699383550855,-8.18386672070337,-3.94250287409007,-2.66976254636854,-10.4150458122976,-2.98451678894043,6.19680230614537,11.8967291844423,5.17934685421015,-19.0005806440571,7.40226297285846,6.70158323835465
2003-01-01,5.31221736908611,-0.795953396220337,-4.04191551778372,-1.05424566769462,-6.37735217682004,0.26058065905622,9.19925212746305,6.24209848240782,-0.575540079795786,1.88129811821789,5.57459480746088,-2.194150806887,-6.5852026727133,4.16946434507116,1.19330777430717,-8.28689826535215,-3.80617135037015,-2.64649823485292,-11.1437002691089,-2.86958994059559,7.7534811479549,10.3853904236423,4.20300996321454,-16.0855887527337,5.85901556797548,6.96583794940721
2003-04-01,1.97653247147424,-1.0840854170822,-3.02236404138931,0.470437897502354,-8.9821186330007,-0.0664075169681878,10.0052269924715,5.53302675763519,1.55793352897314,1.54782110849192,6.57388393508793,-1.06298076418309,-4.5924155816054,3.0001569812454,1.08806147771062,-9.99383711221408,-4.3970039546675,-2.63510169859097,-11.7571245746686,-1.99831360614834,7.75871817489817,8.23233117984427,3.36543175318428,-14.849236730147,5.59802222674994,7.06509680099982
2003-07-01,0.105334264483054,-0.484330804870244,-1.65080560187304,1.41414579293761,-9.56097751867874,-1.00692207144521,9.26048047332385,6.26621288879509,2.55476174546879,0.489211747038539,7.58195140292272,-1.48259721581455,-0.468632722704163,2.8746876053539,1.39475492589118,-9.4429112914243,-5.31164825972393,-2.25969659362682,-11.437581575514,1.99260949056599,5.74865776439873,6.37964940053423,2.81313303606663,-11.267486689511,5.2008383207367,7.0027692605168
2003-10-01,-2.33292275868396,-0.00949941852905023,-1.23994338720164,2.04673015283483,-9.85679273563926,-3.13422205879055,9.41723593639956,6.90697528015335,2.75894611758989,-0.18517578968152,8.70199048904333,-1.4181978896082,1.01908942401564,3.80078799914351,1.72375723266928,-8.85651388354195,-5.60857805965216,-2.05030225978872,-10.8031123749347,3.95626278814418,5.16775918465584,7.08311286037206,1.16690508796468,-13.8386215033228,4.12422115434327,5.87093266713346
2004-01-01,-3.62433044895943,-0.058716079252432,-2.36610295405332,1.86117984410139,-9.29172599370823,-3.88781192305952,11.5975909905885,7.01528017711238,3.82919794566217,0.306898348973477,9.1141933821965,-1.60811380438854,0.3395771735603,3.91015372600477,1.73509316256851,-8.78072602600487,-7.47691450286088,-2.08282591419078,-9.56093699174022,2.14153618704801,7.45164161394591,8.34630516951194,0.946671383984092,-10.8454085723868,3.45248100800919,5.13780490772389
2004-04-01,-3.68217587332858,-0.153728091227138,-2.90253564646806,1.5115386369871,-10.709808232471,-4.90934608639383,11.8929784784755,6.77883455796841,4.18039427642004,1.02188378610201,9.52237724787578,-0.876905400819325,0.799895791004965,3.52495233444104,1.97519075090731,-8.84970920842877,-7.24423353997543,-2.22469024463151,-9.19798208167728,0.862299455578296,8.26124071442507,7.01852584963976,0.928317924467086,-6.65472872763428,3.54918480647318,5.2773531973524
2004-07-01,-4.56118271957921,-1.33753353615871,-3.11914877062851,1.12931185780293,-12.4958801721131,-5.39038320390195,12.4243465605087,7.19102201675745,3.4409918481527,1.33392535173217,9.21283284704133,-0.730171815426439,5.11644449231675,4.82889656041163,2.29102810457878,-9.00072721928035,-7.63440558605238,-2.34656083819487,-11.7157150056942,0.508755168166522,7.49214032728705,6.13095181535736,1.58715413285412,-5.09901173711299,4.37287584222491,5.3342675891509
2004-10-01,-5.7143142365658,-2.01181522511858,-4.14703155294947,1.2778017678758,-12.0723040273943,-6.97496541485503,15.0383430245037,7.52582910315733,2.91392155040392,1.26904442836954,10.0941851506562,-0.579396562142838,6.36419586347962,6.23104659383248,2.72910356717086,-9.41365906677593,-7.36569659624398,-2.32836493258269,-13.1392293147188,-0.0389047407758334,6.45038456178406,4.77578151868623,2.21654210752504,-5.20630983337215,4.30392865642265,5.56346230459587
2005-01-01,-6.20841539979851,-1.09248279085563,-5.22031602848882,2.05499500401828,-9.47984233211336,-6.68437061753273,17.0101998967854,8.52990636125104,4.16723589406392,1.67560649467023,11.616703010488,-1.0591905820421,4.44476938825052,6.54920805726587,2.88072483836342,-8.50093648388299,-6.8717022375562,-2.22306357797401,-14.1835832338663,0.790558471115379,6.19307787473062,3.81607703566623,4.10969727536658,-6.96188600134398,4.8755823882584,5.48538654318276
2005-04-01,-6.55739980692768,-0.344879573437575,-6.36514927674885,2.27852976628503,-9.39678981016503,-6.28817827456484,18.7717070402569,9.83427878591677,5.06283841146207,2.21510110757199,12.630860772749,-0.119016561433279,6.61185921035988,7.30797918841273,2.8900187804426,-7.29278459807226,-5.41414524339941,-2.45180452101618,-14.1684820526472,1.87719821455093,5.08141745165872,3.59978523027226,6.15117156581726,-6.15207108793767,5.80947628499346,5.46294239051375
2005-07-01,-6.65289011381468,-0.862063193852522,-7.14365909308777,1.08735405660367,-10.0309657971391,-5.82248137051374,20.0726781484228,10.1957081288921,5.49510514855263,2.38874327204663,12.7642990568507,-0.893081756648693,9.45835615442666,8.41549318373311,3.15854708150499,-5.62696673081345,-4.93404576509842,-2.31946470963458,-12.4268273893934,0.567484861795321,4.1374948012137,4.31363407264754,6.9537732336072,-5.61135063956916,5.98271235594151,6.21390926940256
2005-10-01,-6.34780680765852,-0.72807015001183,-7.70478569416386,-0.577114295487889,-11.6507582268145,-6.21681182128887,21.6916795140081,12.0059643976437,6.26879324012835,2.71864996989523,11.9968160275546,-2.56586160049405,13.897782455086,9.36361727386476,3.46490879501827,-4.81044760886113,-3.87318853737065,-2.00011616964945,-12.1545927005884,-1.23346071804292,3.45611362298637,5.07823307883298,6.66397993867088,-6.44350721942046,5.75419671838807,6.58664386542032
2006-01-01,-6.14705244957827,-0.179543037330836,-7.38642663138454,-1.44585705901785,-11.2135185589197,-5.75367081884685,21.4380614030233,15.3173101682072,8.3748774738818,3.00267292784902,13.1232643937031,-3.07924632778548,20.812607787442,9.90134709902855,3.61274017713816,-5.32103404132578,-2.34342906057913,-1.52624036795321,-13.0450064115353,-2.54014562736291,3.21263288182424,4.41528654476372,7.28253862520945,-8.29839124363271,5.39999631471097,7.48361227680714
2006-04-01,-5.89104377971768,0.0575167358355706,-7.0475176438079,-0.871209852853198,-10.9786573373618,-5.59110861952362,21.584038458901,15.9520030567687,10.2185493711379,3.02300996527765,15.4976054641464,-2.83657688612629,23.5965707322464,8.72665608224115,3.77678223471094,-4.1202504837207,0.0341975825635885,-1.35173232512809,-13.7420430473981,-3.2521518069489,3.78364950936528,3.12605636458181,7.06756248258491,-8.84839889509272,6.39695908487611,7.15723969224527
2006-07-01,-5.64409629954136,-0.524470766846105,-7.09770406635118,-0.721633942775348,-10.896894644444,-5.78939981312866,22.6424710960775,15.3796294266834,8.98513440636548,3.17329555887592,14.3240275706575,-2.41283314864378,23.3280517473888,8.42082834129603,4.05453329277133,-4.08570277527672,1.78909963337128,-1.00157953200505,-12.7474388373037,-4.11624063886701,3.52420263515894,2.08121270194369,7.17133559922038,-9.49403538630832,6.58965642803629,6.97287481633976
2006-10-01,-5.43527388429451,-1.80743437238802,-6.27376451382364,-1.03879645349709,-7.2698234140693,-6.59402695307773,22.1766218872644,16.3990265986738,7.42407964726042,3.14951562527543,13.1064480617591,-2.24573577077143,21.8152349283203,8.72958852950771,4.28634760923269,-4.70349256502238,3.40699504642437,-0.688666846598522,-12.501398751045,-4.57761776539486,5.02379385607418,2.12413901773379,7.93349216937951,-9.71862680135782,4.57478194757196,7.67042868107872
2007-01-01,-5.21575150855035,-1.4442819754848,-4.39078936280952,-0.424755941311924,-6.93585090270417,-7.10428410684014,21.35160250825,16.3063660604917,7.55334426095883,3.65121323015701,13.2567439507947,-2.59565773485508,20.8120090947149,7.50931071783334,4.74553872322638,-6.25640549668779,3.79279731480553,-0.487923257680192,-12.2011750409791,-4.49445679762878,8.41433778871374,4.01429359459465,11.3934023213305,-12.4493837680399,3.20158794939595,8.17507637468061
2007-04-01,-4.70941419410983,-0.572304770350448,-2.49174325958162,0.595269482794085,-4.97603872268291,-7.70414684549254,21.1043171677902,16.9800148983534,8.05219965957125,4.18505568645121,14.3058795977682,-2.41046360468697,20.3505229692279,4.6086905210675,5.02371993525915,-6.08589975675505,3.69970201692561,-0.238291075415174,-11.0197746880695,-4.72371962581043,10.4617862495511,6.60282785946777,14.2183049065988,-11.7233307416298,3.58402867613334,8.53681016087397
