"date","AR","AT","BE","CH","CL","DE","DK","ES","FI","FR","HU","ID","IE","IN","IT","JP","KR","MX","MY","NL","NO","PT","SE","TH","UK","US"
2000-01-01,2.09329947009463,3.18906688978018,3.97697416263793,-0.233263982651861,2.82102464256814,4.22293481559065,7.0195010760077,10.1042541856514,-1.36896457219057,1.82539624848956,4.70381479829258,-28.0047841672935,11.4222441855788,2.37251752027069,0.576216300906497,-6.66422675606835,-12.6988401037657,-3.99279672639211,-16.2884303110113,3.67497556018719,0.856206013801151,14.5089397915658,3.61953523769669,-33.9857161947079,4.92216499362137,5.93701391792742
2000-04-01,1.73960648757751,5.20777326068958,4.08058979750875,-3.18398990623825,3.58017435537996,3.9353571671105,6.34010628164909,12.030722611263,1.95677740351652,2.70568527273345,5.9757314037098,-25.0952238825643,8.3651389524116,2.38277038245322,0.70040200650339,-7.45416590532399,-12.7028266016708,-3.55798618941889,-17.8931282872549,3.55823348637792,0.809071199828972,14.5591355926636,3.48301945878872,-38.4723610621546,5.52807544526516,5.91220663665296
2000-07-01,1.22553978124564,5.46722140035137,4.51616975396296,-4.84922142068395,3.43621199034865,4.79023452215083,6.42805676190137,12.2250486262291,3.71125439565303,3.46307360849491,6.79127281328366,-22.5076147345292,6.14030576590928,2.83855354795602,1.40345886651939,-7.42559920455736,-12.4455811585746,-3.40889239794748,-17.9526024679273,3.77241952839062,-0.500672437143023,15.1436048013658,5.69535797627273,-42.1333182622294,5.31156919610875,5.54464026503322
2000-10-01,0.530920509992766,3.94416446517787,4.31972879668656,-4.39450862787012,2.91220026057054,5.54482351917078,5.5858321158209,11.2264501405407,4.14216012838231,3.81365517280489,6.94562131285917,-19.112105306049,4.39510116829713,3.31610768147151,1.86982294235629,-7.8048074271895,-11.8356271953151,-3.47049500976484,-17.5717425123156,2.09117444198349,-2.25844640715468,14.6432727490112,6.57935567099121,-41.213212668297,5.56421683489224,5.085270037507
2001-01-01,0.720425338520411,3.28867154278691,3.97329611403901,-3.50988190285274,2.34897721612443,4.73755536786975,5.47647101357115,10.5479468383348,2.27354602908983,4.23463570829978,6.31995607277022,-16.4428245903888,3.16734022577519,2.99843326199806,1.53443053608162,-8.52494158928869,-10.8111609458954,-3.45456322415826,-15.3911083628962,-0.144160585150353,-1.99944296246458,13.5317658280416,5.65142838899696,-39.0237044225156,5.86381160461838,4.76016601282333
2001-04-01,0.779078907622189,2.56641418450927,3.69386878622174,-3.8094075064173,3.79047438754979,3.53859621763965,6.74521690537723,10.8388453408115,1.16798252357841,4.38126925899312,5.69923551093154,-15.2951466443884,2.45292985351473,2.60416903270468,1.3136677875349,-7.98122686097237,-9.5410997648758,-3.43432027492913,-12.0734847868156,-0.821532579541983,-0.435272857525018,13.1188902422111,5.29791973982523,-38.1754223517921,5.95549934749994,6.03243828969869
2001-07-01,5.35560287755365,2.5284229762637,3.6880354153879,-5.51342605765368,2.51437678198483,2.50816339419998,8.48263794877005,11.383163156086,-0.881910562445396,4.15062452138947,5.18396724992513,-14.4548750631735,3.04182109068209,2.7919741961256,1.33195016997684,-6.53885112824287,-8.89768448451777,-3.05011727706717,-8.84787335307452,-0.967246519204794,1.13546219240338,12.4955388805066,7.14509180449867,-33.8748263467061,5.85726633433117,7.3786661830255
2001-10-01,24.566260074438,2.55144067891636,2.46536067416019,-6.35044919977884,-1.04354533455155,1.11589908042362,8.76786027963767,10.6775514065483,-0.18474839656659,3.76169857661237,4.07089507948662,-13.5164753258015,4.30571712146278,3.19625553324438,1.45820964803024,-5.72454557934647,-7.40854835844377,-2.80522854791397,-5.8952834629166,-1.30052932156888,4.27690436400004,11.9030325950416,7.23040324705641,-27.7321957871915,6.50525691010175,6.74243288620255
2002-01-01,37.6779614121115,1.59012097088269,0.390341902721093,-5.3828016545076,-2.12713495856824,1.0555167578449,6.91320195469828,9.5870860622795,1.74007303806387,3.0994924173544,3.86616420258681,-13.3112844676651,4.24866991039846,4.29380407707139,1.17405644491943,-5.11596648861139,-5.72963293475763,-2.44333715667599,-5.37355637677988,-2.7792218352721,6.66664251631119,9.05616293226556,5.10306500646058,-22.7377653315266,5.75933994584766,6.10934289168759
2002-04-01,32.7341592271631,0.949539332243683,-1.33532465648532,-4.57491455249461,-0.0641109591295992,1.06927791501111,6.37464082751158,8.42847056928434,2.38609435242455,2.46534872596577,4.01103906852761,-11.1181021666331,2.56523557145486,4.56384908104631,0.891536655501387,-6.11143187986739,-3.63367919433736,-1.86450178326859,-6.34551634599405,-2.90627995977421,6.81966329723095,7.86745285793757,3.66136902853703,-19.8523069598207,7.41896747852465,6.24573424081765
2002-07-01,22.7679367953861,0.444593079577481,-2.66086660907665,-4.09694235323138,-0.579621348905521,0.76676784193007,6.57497169836736,7.37104936843614,-0.878420311020606,2.0005343285233,4.05771505664349,-6.14016146983242,-0.128371578275987,4.46548042280053,0.778952857802892,-5.55779990136867,-3.27010773961651,-1.45512182695362,-8.2090901994166,-2.66392937893016,6.43118761964185,9.86540423337335,5.17899197412459,-21.3764996930554,7.89129110787128,6.50386351463389
2002-10-01,12.4350708828038,-0.19276596866684,-4.29025221864462,-3.12898417596825,-3.52195878284681,0.202030220728125,7.20943218720706,7.06408675335825,-1.57331369694891,2.03815272152383,3.80694595745309,-3.65404554696835,-4.56984176652672,4.79068676522411,0.93026945628492,-6.4523584578838,-3.84187873051584,-1.46192119478827,-10.4040836635453,-3.12848849362978,6.72328665598476,12.3154316729712,4.44713219926208,-20.9643334739095,7.74920799678642,6.97432398262847
2003-01-01,5.48438221145761,-0.725815593408293,-4.15219191412217,-1.18273674864902,-6.28982370073165,0.299678917933708,8.96349518525495,6.65206367676634,-0.542525356610253,2.08831580582061,5.66794978769309,-2.64759203789777,-6.65818742299606,4.2153148253259,0.947742061466808,-6.68061025710646,-3.7485216845215,-1.48231001300739,-11.137825747154,-2.88792209316278,8.24009600504889,10.1924859331768,3.61336624166371,-18.1704430497919,6.24927786125368,7.29690850969145
2003-04-01,2.15433569715324,-1.00936980497492,-3.20408692548158,0.378993060667194,-8.87742653900462,-0.0280998846398612,9.64803219589245,5.76641975608191,1.55328793938682,1.65792358709222,6.68773646571097,-1.50377829542711,-4.58087302743796,3.03571215434686,0.901305738119447,-8.22430526112562,-4.34402116925624,-1.4852701636497,-11.7739842241096,-1.93362219548676,8.18823639656036,7.99965610007198,2.78730255804008,-17.1219965670631,5.95323800938863,7.25672536414864
