"date","AR","AT","BE","CH","CL","DE","DK","ES","FI","FR","HU","ID","IE","IN","IT","JP","KR","MX","MY","NL","NO","PT","SE","TH","UK","US"
2000-01-01,2.07582646386326,3.22802015891076,4.03139296595867,-0.265123244213509,3.1667050252808,4.27040280087207,6.97091079299829,10.044379432865,-1.46122644771814,1.82688164760094,4.67891217076131,-27.6121632453601,10.9867890564328,2.27572622610304,1.1233015660881,-7.16884598818717,-12.6944920306773,-4.31592964440972,-16.2189597881322,3.79658643475228,0.764457178433264,14.4243506037148,3.85717597659837,-33.7375803446508,4.97100462920806,5.95027505791788
2000-04-01,1.74959884038247,5.29022831058892,4.1657382346185,-3.12451480002366,4.19179556462119,3.79649325986927,6.3357099956729,11.8327015650132,1.92219434684023,2.75302585645398,5.81532950270853,-24.6890783728433,8.055807738935,2.30322150167328,1.08603306648776,-8.02908640418704,-12.6158282271582,-3.92273920706917,-17.7923248310054,3.69097238893315,0.671014883570947,14.5797904192407,3.60073593948946,-38.33109650059,5.66258565097201,5.95267829653102
2000-07-01,1.24715728987957,5.59382284462088,4.58521492213525,-4.80133875474941,3.80037841038846,4.72329502799561,6.48773635805873,12.1854629697225,3.63153834249022,3.46722721197117,6.52509588510732,-22.0922272257604,5.83052557153969,2.75388886489913,1.83257661665157,-7.95752272134705,-12.3935362181722,-3.80810482995015,-17.797228153791,3.88471211260879,-0.563378516803185,14.8499796204463,5.94058851272468,-42.1580618947523,5.33218092566218,5.59687166468443
2000-10-01,0.550358179629349,4.01903724713118,4.39286550055145,-4.24269572570278,3.16021263383449,5.50248873899271,5.64988714313801,11.0076093487364,4.03771842444044,3.73855940043849,6.91158936724098,-18.7374375420597,4.15571977404206,3.21422813731032,2.3206479829335,-8.27369204995004,-11.7675137644975,-3.80928602347722,-17.4793110890251,2.26979996437944,-2.38469446703896,14.3982153392993,6.93684850416575,-40.5782008010726,5.63243256232284,5.07790456897465
2001-01-01,0.788478019595326,3.30123741838052,4.03182273483423,-3.41096755777404,2.589250494918,4.66168395093189,5.52563221300067,10.1953837749998,2.2245863393271,4.18440688095521,6.08523811523703,-16.080933120878,2.99363991008777,2.91348935171711,2.00596524011542,-9.01400615993564,-10.7879120418156,-3.85909199709524,-15.3620106581746,-0.00761381621734825,-2.11261666959153,13.2858343452444,5.93957008580715,-38.5591016069046,5.94860276076595,4.74280625322321
2001-04-01,0.712003744049827,2.56652992111333,3.73812478441472,-3.72937928861766,3.78718913329346,3.47211733089563,6.70037221027303,10.5104210835715,1.23541904115695,4.26207184318217,5.50464815656988,-14.9677911186404,2.15098247343297,2.53983578284912,1.60401632281526,-8.58681584809678,-9.4570637127753,-3.8731176948259,-12.0604001534169,-0.633746472857291,-0.536306028115931,12.7677032619087,5.50675327194533,-37.3813446646423,6.03144035928097,6.08727994791111
2001-07-01,5.36288108035019,2.54098222230279,3.70513034167424,-5.40788630893949,2.66529238735428,2.4590791975374,8.53098237345923,10.9484402791524,-0.967893004678594,4.02044131855147,5.18163306908874,-14.1228582631203,2.8529548272913,2.73061998976629,1.6523195642396,-7.17823948223382,-8.86045773150995,-3.46664081070051,-8.82805950270626,-0.795165600396072,0.97623910126249,12.1907310708259,7.43625185067804,-33.5282955017594,5.98496763841569,7.4651727984709
2001-10-01,24.5456023198431,2.54664558378972,2.49108169875566,-6.20167691176355,-1.00598359582166,1.0723740812924,8.86252839642272,10.2583609589385,-0.247963536063497,3.66141604705693,3.8959735701833,-13.202037430633,4.05339164931651,3.11511084440984,1.71099018588227,-6.37605791314642,-7.39556708003061,-3.27833061912771,-5.87916672914674,-1.14761341279465,4.09042505894619,11.753135624982,7.592483705002,-27.1992855941393,6.63958992223856,6.82453264692081
2002-01-01,37.7683672900417,1.5738373245664,0.420348376463922,-5.29291925106834,-2.11647277978851,1.01585263661712,6.95878332034496,9.31287271173238,1.66772339146641,3.06473541439872,3.7322542977767,-12.9558903466269,4.07025480800984,4.19541588979579,1.46018407822851,-5.77455545721689,-5.73681789678646,-2.9348549768655,-5.36393779391237,-2.63771045948137,6.50645372391567,8.92351838013635,5.39369244907753,-22.3396614559358,5.69037443010169,6.2018707834027
2002-04-01,32.8228940732399,0.918626626381186,-1.31003617382063,-4.47563099752197,-0.0585514116184839,1.02761670846125,6.52483459759522,8.01601043536381,2.39780301676224,2.42753093407183,4.01689852497322,-10.7996056465254,2.41650524419446,4.43205565538604,1.06549242905088,-6.59514837650157,-3.64177304337605,-2.36084126893616,-6.34209313920204,-2.7990012519008,6.63955779182458,7.71004985631425,3.85139823352059,-19.4373661445747,7.3713962423337,6.33661269870877
