"date","c.hp15","c.hp3k15","c.hp25k15","c.hp125k15","c.hp221k15","c.hp400k15","c.hamilton13t15","c.hamilton20t15","c.hamilton24t15","c.hamilton28t15","c.linear15","c.quad15","c.poly315","c.poly415","c.poly515","c.poly615","c.bn215","c.bn315","c.bn415","c.stm15","c.ma15"
1963-01-01,-0.198060157221448,-0.198060157221448,-0.198060157221448,-0.198060157221448,-0.198060157221448,-0.198060157221448,-1.78561790051829,-1.64982699516952,-0.956571771638252,-1.25925061569258,-0.327978142076503,-1.39219460602855,-0.458607438744934,0.45526782566543,-0.983930816011039,0.221977103078814,0.654317060059508,0.189421858349279,-0.488734559945405,0.306666711653364,3.77500000000001
1963-04-01,-0.625311935094317,-0.625311935094317,-0.625311935094317,-0.625311935094317,-0.625311935094317,-0.625311935094317,0.260959936357509,-0.929183835907054,-1.1398856320902,-0.625958119272994,0.533224043715848,-0.535716552088843,0.522902638227862,1.14905050972442,-0.381493308383824,1.0630253545805,0.764728582427675,-0.418940576587587,0.614684402292775,-0.356526090256779,4.65625
1963-07-01,0.246122030136476,0.246122030136476,0.246122030136476,0.246122030136476,0.246122030136476,0.246122030136476,-0.296287470694793,-0.782237400446007,-0.636562507819221,-0.791335656458969,0.416284153005464,-0.682993125330512,0.565828779599272,0.81885925289383,-0.602963379164464,0.973959214700784,1.30322360262921,-0.172527553795635,0.0106587080814651,0.524784456592698,4.52500000000001
1963-10-01,0.137786261532625,0.137786261532625,0.137786261532625,0.137786261532625,0.137786261532625,0.137786261532625,-0.97243991052602,-0.227417962742962,0.346717236129194,-0.284152559343369,0.959672131147542,-0.211322051824425,1.17530172160527,0.942751483635945,-0.295974504739064,1.22050024407081,0.98786900448051,-0.168027480107294,0.0833944393505827,0.415065469551266,5.08750000000001
1964-01-01,0.607761368968553,0.607761368968553,0.607761368968553,0.607761368968553,0.607761368968553,0.607761368968553,-0.283829494387618,0.745981207770328,-0.767883549552849,-0.644132955141842,-0.12508196721312,-1.27628503437334,0.36888888888889,-0.258280267642036,-1.00147815563605,0.430371284695269,0.0538203069645324,0.516364110464051,-0.203642122944926,1.05281682834712,3.95625000000001
1964-04-01,-0.388922240161719,-0.388922240161719,-0.388922240161719,-0.388922240161719,-0.388922240161719,-0.388922240161719,-0.7581566278499,0.000605649161613542,-0.891227374127411,-0.411139752034785,0.155846994535523,-0.964772607086189,0.856056172513078,-0.209490495916313,-0.428419131106921,0.665263444250172,-0.0864272221508813,-0.0976323641779616,0.754306901602165,0.15141819268932,4.2625
1964-07-01,-0.0574201414109154,-0.0574201414109154,-0.0574201414109154,-0.0574201414109154,-0.0574201414109154,-0.0574201414109154,-0.820413175296082,-0.936796067065941,-1.15153186600438,-0.25571364646801,-0.355683060109286,-1.34378900052882,0.607808919442974,-0.775799290498838,-0.403214263922294,0.277350803061978,0.169330497003187,0.0354965080529796,0.0501313895701342,0.648271259154441,3.78749999999999
1964-10-01,-0.430098814852386,-0.430098814852386,-0.430098814852386,-0.430098814852386,-0.430098814852386,-0.430098814852386,-0.972320856541344,-0.106503655518523,-0.906324963851688,0.305343942111406,0.0700000000000074,-0.748561607615017,1.15462718138552,-0.499259650978303,0.321824482365827,0.441937517797115,0.469845698769632,-0.259077569165628,0.0490239488078162,0.478802628374027,4.33125
1965-01-01,0.0816060660108349,0.0816060660108349,0.0816060660108349,0.0816060660108349,0.0816060660108349,0.0816060660108349,-0.702022137529269,0.82507558365316,0.508474003546027,0.266943488166433,-0.702896174863383,-1.18009518773135,0.552944356307648,-1.06504017568599,0.0793893646015391,-0.144428500725198,0.218040683169568,0.255320408385865,-0.179351919838491,1.10184005231363,3.70625
1965-04-01,-0.470149559943025,-0.470149559943025,-0.470149559943025,-0.470149559943025,-0.470149559943025,-0.470149559943025,0.47050770433863,0.0515338038096189,0.456703849829722,-0.450997485366059,-0.425683060109293,-0.525846113167631,0.846469240260873,-0.603770051119326,0.571532308912666,0.0927131215339756,0.192259046823514,-0.183186823961896,0.292327862084628,0.391186227308168,4.2
1965-07-01,-0.0213395729866477,-0.0213395729866477,-0.0213395729866477,-0.0213395729866477,-0.0213395729866477,-0.0213395729866477,0.383727807340577,0.0374503842572693,0.552485336372882,-0.71012840785194,-1.1068306010929,-0.777221047065041,0.223431458957634,-0.871527226922851,0.231326628157689,-0.268567717867256,-0.110121799006796,0.253018421926329,-0.234260835750123,0.580887076639684,3.72500000000001
1965-10-01,-0.461795297276225,-0.461795297276225,-0.461795297276225,-0.461795297276225,-0.461795297276225,-0.461795297276225,-0.655180699414501,-0.774103685395289,-0.449775543534955,-1.43644194793875,-1.53650273224044,-0.803667371760966,-0.135174804630125,-0.818435645455068,0.135654212260519,-0.27383349265746,-0.228239200825483,0.169804953809009,0.141932922645836,-0.300616555912953,3.48750000000001
1966-01-01,-0.644119808722138,-0.644119808722138,-0.644119808722138,-0.644119808722138,-0.644119808722138,-0.644119808722138,-1.12338811463677,-1.52818376257667,-0.591684252981693,-0.686609323375137,-2.73852459016395,-1.61281068217873,-1.08356190140432,-1.30542169780833,-0.386672243013464,-0.609662393727291,-0.66794222631287,0.904556128569083,-0.358514420811672,-0.905848545627379,2.33125000000001
1966-04-01,-1.49531727944944,-1.49531727944944,-1.49531727944944,-1.49531727944944,-1.49531727944944,-1.49531727944944,-0.952683913923437,-1.65888384419772,-1.13425708479188,-0.795897015081692,-2.51027322404371,-1.11207562136434,-0.680844938010466,-0.600946736000921,0.209125564414435,0.00883713677470155,-0.10956788337013,0.401359325566501,0.127698397293559,-2.19396699679798,2.56875000000001
