"date","c.hp_r15","c.hp3k_r15","c.hp25k_r15","c.hp125k_r15","c.hp221k_r15","c.hp400k_r15","c.hamilton13_r15","c.hamilton20_r15","c.hamilton24_r15","c.hamilton28_r15","c.linear_r15","c.quad_r15","c.poly3_r15","c.poly4_r15","c.poly5_r15","c.poly6_r15","c.bn2_r15","c.bn3_r15","c.bn4_r15","c.bn5_r15","c.bn6_r15","c.bn7_r15","c.bn8_r15","c.stm_r15"
1975-04-01,0.728150244780181,1.28490674407888,2.34646753163294,2.58439754389823,2.6179580988377,2.63876578726961,4.94400307690373,2.91163783671414,0.254187186216072,0.874238347853165,2.6526775956284,2.18925436277102,0.877717844761733,-2.64603512985485,-3.3672954887524,-0.786353196315162,-0.0333661292758808,1.56241578245682,1.32518021065512,1.57876050809823,0.726188462373655,-1.04182367248069,-0.23327483220537,2.72018671537947
1975-07-01,0.103831790074167,0.650638327392713,1.81117939387237,2.11310606309536,2.15815593299942,2.18642947533456,6.12334124181584,2.71468217422527,0.0116697170933122,-0.0865055792111775,2.20655737704918,1.60986250661026,0.109389505846408,-3.2325757241906,-3.0477362404914,-0.142316709379685,-0.91175438598906,0.0360962755021073,1.59692935024815,1.37178619194326,1.45899129456193,1.12771916204081,-0.800013571376673,2.28756654465477
1975-10-01,-0.477406381696781,0.0342844666510587,1.22990861902809,1.56687164679106,1.61812788969502,1.65041705665473,6.18644582485577,2.3309789025876,0.316003857060139,-0.603134959136455,1.68344262295082,1.01497355896352,-0.620135143075387,-3.63622220018799,-2.55768066346664,0.491151854600986,-0.114195502888988,-0.848143621096793,0.00278673518532017,1.59405030752769,1.20003893545154,1.26382961689551,0.722431486820678,1.63381851081782
1976-01-01,-0.93161937142176,-0.476578767432272,0.708246329610859,1.0780491131853,1.13605059326852,1.17281665466932,5.56212434329542,3.44804217913686,0.165280305608206,-0.790387441849504,1.20584699453552,0.466467477525129,-1.18248075680123,-3.85042562724011,-1.82870759264534,1.02852777664754,-0.267987063634348,-0.0913461710989929,-0.968668894215676,0.00521777653309232,1.39267993280544,1.1619362595306,1.29934808630044,1.22289451464734
1976-04-01,-1.35378170763958,-0.972739550596089,0.147077392174921,0.524680600189413,0.584927241695453,0.623240336653495,1.89147220304272,3.23288417547565,0.584366839130681,-0.806289125604152,0.650601092896167,-0.0841909042834317,-1.72024090722134,-3.91887853281624,-1.056122777936,1.40392613798137,-0.254181421672703,-0.275022471393564,-0.163324552995106,-0.885612984208967,0.214104665108539,1.53919045017265,1.12456866593137,0.778170458610248
1976-07-01,-1.74084638363128,-1.44815894011691,-0.446934937147915,-0.090563421024143,-0.0334677203656497,0.00285851732530773,0.562439003359174,1.97336265220021,0.440783355225847,-0.674938546729905,0.0195628415300604,-0.620618720253816,-2.23859333685881,-3.82796139608671,-0.299687233047237,1.63490249020316,-0.446505579027442,-0.274302231446481,-0.393584618013779,-0.104598101743264,-0.556141343513919,0.331696682888782,1.54645485159628,0.282806150283108
1976-10-01,-1.85131475295881,-1.65026484148468,-0.799949615495237,-0.489780502953124,-0.440746679821814,-0.409653851440069,4.83091536094877,2.60252873197598,0.435142713508228,-0.0699994616249597,-0.401912568306017,-0.873625066102591,-2.51085492684648,-3.37238288824254,0.544589655452967,1.88879521247746,-0.668911928049706,-0.43646934964501,-0.359903634641639,-0.315123787840244,0.142885381125075,-0.376320440250035,0.38716473412618,-0.0726166974894085
1977-01-01,-2.37780829071239,-2.28420141211055,-1.64895690830018,-1.42126007922629,-1.38705203291161,-1.36562412347187,3.49845834092466,1.20629879024295,0.804876776382827,-0.522204100895195,-1.36278688524591,-1.57955050237969,-3.18870438921206,-3.1849947117927,0.915157629256015,1.72172227759026,-0.236154219942538,-0.757401399354878,-0.715759217186795,-0.158261901618254,0.137316555093624,0.0558267354904342,-0.141118364958427,-1.08744447333039
1977-04-01,-2.58576802636485,-2.60466542741483,-2.21683984889206,-2.08436839815728,-2.06701094250764,-2.05653235599975,-0.167388875480739,1.51066409208623,0.376234969805665,-0.53107281352726,-2.0577049180328,-2.00507403490217,-3.50988894764676,-2.6364043495505,1.45655864825288,1.6962791444632,-1.42834085313946,-0.343411828676188,-0.848308940857223,-0.419348261488098,0.164675824878401,0.230646490253359,0.319195579962551,-1.8667882592821
1977-07-01,-2.45449609916649,-2.57843748447834,-2.44059736090293,-2.40411896735858,-2.40352708295573,-2.40391332362051,-1.81973547262781,2.60457994779982,-0.120636352189237,-0.147225057516806,-2.4031693989071,-2.10772607086197,-3.45171984252893,-1.78836282243375,2.09301560021154,1.71280484311696,-1.15194009102555,-1.44034855747184,-0.296318574606872,-0.720110276067418,0.0533434713377669,0.307160381346502,0.394849672714474,-2.38288812609161
1977-10-01,-1.97522248988651,-2.18510464166542,-2.26168330821156,-2.29439384239009,-2.3049780703081,-2.31249519194334,0.0374558378670571,1.60447394209481,0.473524776558477,0.064599298546014,-2.31486338797815,-1.86689053410895,-2.98922380868441,-0.734515651624662,2.78389979864134,1.65796543851492,-0.591585738782559,-1.06815318187801,-1.4930071062177,-0.157681346433317,-0.269244758592891,0.00419518935742451,0.4571883490594,-2.34074107900499
1978-01-01,-1.30823538348517,-1.57691627554104,-1.81713763953802,-1.89570424921534,-1.91303584079877,-1.92476943669104,0.320821379726041,1.89039539706479,-0.0393587417560042,0.550332269380718,-1.93415300546448,-1.39620571126389,-2.32223867442271,0.36476125947469,3.31264806980435,1.43339932575415,0.120395013971329,-0.62990073122594,-1.05612810886961,-1.31593488847935,0.0348845152907967,-0.302324159493192,0.141785228491433,-1.91024803412135
