"date","c.hp10","c.hp3k10","c.hp25k10","c.hp125k10","c.hp221k10","c.hp400k10","c.hamilton13t10","c.hamilton20t10","c.hamilton24t10","c.hamilton28t10","c.linear10","c.quad10","c.poly310","c.poly410","c.poly510","c.poly610","c.bn210","c.bn310","c.bn410","c.stm10","c.ma10"
1976-01-01,3.20507699125653,3.20507699125653,3.20507699125653,3.20507699125653,3.20507699125653,3.20507699125653,4.2418588376011,1.48722629129209,-0.491302133877909,-1.18022910951045,3.86670731707318,4.47681184668988,2.137654160927,0.382434383540442,0.493446862269948,-0.744794692841054,1.54190132135367,0.262529300572892,-0.138461137489322,2.38537502709983,4.61874999999999
1976-04-01,3.71189019778404,3.71189019778404,3.71189019778404,3.71189019778404,3.71189019778404,3.71189019778404,6.0719433777975,2.96095008319173,-0.256991106855466,-0.346371106824819,5.13475609756098,4.96254355400696,1.95009318531723,0.105376940133027,0.249948692827374,-1.1588828331159,1.52839011684155,3.64045412447047,-1.78707740252939,3.69317639027629,6.0125
1976-07-01,4.2743972274052,4.2743972274052,4.2743972274052,4.2743972274052,4.2743972274052,4.2743972274052,6.82141691574655,5.91058152069972,-0.406329244194183,0.134701453953951,5.50658536585367,4.59730836236933,0.975965480917267,-0.627486077450627,-0.405493734852755,-1.65276141211896,1.9355125697957,2.26901890839017,0.568130262960182,5.09442237436771,6.5625
1976-10-01,3.98929019265334,3.98929019265334,3.98929019265334,3.98929019265334,3.98929019265334,3.98929019265334,7.42400218869396,6.78495303831237,1.10251383280087,0.654964785335267,5.79329268292683,4.1881968641115,0.0414739486265177,-1.02627172175526,-0.811797813644091,-1.59365576216452,0.998853523478732,2.84058145801106,0.547028590257252,5.35011377088063,7.06250000000001
1977-01-01,3.67069729791116,3.67069729791116,3.67069729791116,3.67069729791116,3.67069729791116,3.67069729791116,8.87716145362303,8.56694004132075,2.84857745406302,1.99850398824194,7.30182926829269,4.8086236933798,0.166164816465439,-0.448068890836893,-0.445655391120511,-0.790382623492661,1.07929112270961,3.22689336037162,1.1849450942302,5.5497051794413,8.81875000000001
1977-04-01,4.45063483528142,4.45063483528142,4.45063483528142,4.45063483528142,4.45063483528142,4.45063483528142,10.3658956473526,10.0737103088564,5.2380459056648,3.20228045582601,8.46134146341464,4.93442508710801,-0.069329876023005,-0.275136647243841,-0.526469602433906,-0.351975017879511,3.47836641119932,3.80073692400398,0.889492126017723,6.97443950586909,10.23125
1977-07-01,4.81131935059608,4.81131935059608,4.81131935059608,4.81131935059608,4.81131935059608,4.81131935059608,9.60924799333652,10.190972682176,9.93033366767654,3.73440243781505,8.75804878048781,4.15739547038328,-0.906451665181095,-0.678223456917436,-1.01058165317386,-0.194111753680545,3.11488344381138,6.5552732647799,1.05687451222513,8.08641193531935,10.73125
1977-10-01,4.34873807618446,4.34873807618446,4.34873807618446,4.34873807618446,4.34873807618446,4.34873807618446,7.34485375156117,11.8164839703872,9.01592160613279,5.92409432893862,10.4390243902439,4.56907665505227,-0.453319828214887,-0.0832465322538951,-0.509746815861433,0.677075636884069,3.04958744514459,12.073081024559,3.81553357279364,8.54218626865,12.6
1978-01-01,5.15753779947724,5.15753779947724,5.15753779947724,5.15753779947724,5.15753779947724,5.15753779947724,3.40630686237094,12.0360286999341,5.65345987788672,7.82262867858557,9.98829268292683,2.98533101045294,-1.64414715177054,-1.01479786520912,-1.19164698602594,0.450640336383543,4.99787205427501,4.95920073905724,3.39478329476969,10.4629335062044,12.275
1978-04-01,4.00747073015285,4.00747073015285,4.00747073015285,4.00747073015285,4.00747073015285,4.00747073015285,4.74614815266969,11.7241661453743,5.86372824319071,5.60616445962259,9.3169512195122,1.36812717770036,-2.56735353699051,-1.61777252101274,-1.30812844840926,0.648575365607513,1.30955779087919,7.34705891658879,2.15402430703264,10.270153409318,11.65625
1978-07-01,2.83633697499229,2.83633697499229,2.83633697499229,2.83633697499229,2.83633697499229,2.83633697499229,7.37448724698737,9.31244420615504,4.1712353354124,2.62379385443185,7.99280487804879,-0.635156794425086,-3.54571833724981,-2.22377790955503,-1.18092481823334,0.802787121754164,0.869985806098897,1.69266872897327,4.4825815599061,9.84666537463409,10.28125
1978-10-01,1.27584866341115,1.27584866341115,1.27584866341115,1.27584866341115,1.27584866341115,1.27584866341115,4.74374909238958,6.45503545318341,3.7641752295377,1.43876683159877,6.62829268292684,-2.42122822299652,-4.03565108175999,-2.42623304800702,-0.470502758727292,0.981731053786802,-0.264604845399413,1.07567791223398,1.47786079613092,9.25488723293984,8.75625000000001
1979-01-01,-0.0772238150657927,-0.0772238150657927,-0.0772238150657927,-0.0772238150657927,-0.0772238150657927,-0.0772238150657927,7.37330142524779,6.77738625892806,3.05938849883367,1.32830308065954,5.07548780487804,-3.96436411149827,-4.29971153067012,-2.27684151497965,0.398976692621147,0.996692335199299,-0.483409398757237,-0.690675500605158,0.948471888004208,8.52775346202989,7.25624999999999
1979-04-01,-1.31228654801467,-1.31228654801467,-1.31228654801467,-1.31228654801467,-1.31228654801467,-1.31228654801467,7.46771397211766,3.90131109071251,1.69933547999537,0.969238093819229,3.18024390243903,-5.40255226480835,-4.52952191880723,-1.92481629969578,1.13892022894871,0.754044797651943,-1.06618149359923,-1.43522469347919,-0.296901324817812,7.50701804205057,5.50625000000001
