"date","c.hp1","c.hp3k1","c.hp25k1","c.hp125k1","c.hp221k1","c.hp400k1","c.hamilton13t1","c.hamilton20t1","c.hamilton24t1","c.hamilton28t1","c.linear2","c.quad2","c.poly3","c.poly4","c.poly5","c.poly6","c.bn2","c.bn3","c.bn4","c.bn5","c.bn6","c.bn7","c.bn8","c.stm1","c.ma1"
2010-10-01,-5.96234945345272,-5.978237379855,-4.55102523854016,-2.88330566572327,-2.45476433902381,-2.14325005927829,-4.2210224516828,1.18301258789715,4.26694691770418,3.33165570401517,-1.68462709284626,-5.71149728495619,-7.64600065819243,-6.04508428219131,-3.16751255220599,-1.24384864496793,0.218960567462043,-0.0535404300808226,0.671496444807446,2.84200624794761,4.35224611972976,0.627253535478062,-1.82237357792723,-3.17247698104384,-1.83124999999999
2011-01-01,-5.8371647357319,-6.08525642319203,-5.25341306319425,-3.79426351249624,-3.39664800406788,-3.10313828892013,-4.6118248389318,-0.350375330693552,2.26623837973664,4.0064132263897,-2.66386523509811,-6.35206960385043,-7.59969796761433,-5.21446081461947,-1.8228680771869,0.230310230719404,-0.860143907934709,0.609185272661588,0.335457158119045,1.9400966499244,4.64755622341134,4.28247921894869,0.887060796461455,-4.04168187477383,-2.9
2011-04-01,-6.48599715367568,-6.98121071628243,-6.83244158764076,-5.64764726472636,-5.29747666709108,-5.03406401140428,-7.49195385366894,-2.20780451732,-4.68405811790152,1.8672693781228,-4.632,-7.86988051209104,-8.33725332988492,-5.14292522555685,-1.29281829753533,0.790789881778814,-0.00816836213174761,-0.268259086235548,0.79343346840695,1.33988130168613,2.85928875104127,4.12572815182954,4.99561722277897,-5.84266828959409,-4.76875
2011-07-01,-5.74050014263356,-6.44906301950298,-6.9515142617989,-6.05311356167082,-5.75561866803825,-5.52658031743844,-8.73971738897449,-3.75210593658772,-5.18758162613133,-1.65435631924243,-5.16880701754386,-7.9448995215311,-7.67530069930071,-3.80874391431359,0.276307282324161,2.13550494404099,-0.800159360852964,0.326332870581085,-0.017629532458181,1.56330819198459,2.26097204843294,2.90100492514954,5.28086012842734,-6.1948086402417,-5.0125
2011-10-01,-7.9741422581496,-8.95851024473177,-10.3223566081032,-9.84209274534836,-9.63056312765492,-9.46075245792697,-10.5489618123742,-7.58935163958012,-7.07334627129766,-7.44557122341052,-9.1852016404648,-11.2657263788843,-10.0115492102834,-5.26035293820107,-0.763529208965664,1.05800377085465,0.429528209514617,-0.0258470830902343,0.204482680854954,1.1229856192519,2.08928592577839,1.24752789494078,1.77895229618415,-9.90666022212601,-8.75625
2012-01-01,-4.46512833359744,-5.59650448284025,-7.55395322585905,-7.39626656082661,-7.25249820209038,-7.12966890658272,-8.2685405319047,-5.28973603074598,-6.11703120256897,-4.77238109195854,-6.91998001998002,-8.48352407086584,-6.54974740449425,-1.36408514130029,2.98668973645809,4.18680467492072,-2.14399303899935,0.434435165917238,0.340195620633116,0.946499559318092,2.09593968813703,2.41176833540401,2.54366035634536,-7.40358422100374,-6.275
2012-04-01,-3.87844740324782,-5.1220552033818,-7.62634630930484,-7.79780505176978,-7.72684049823778,-7.65564334201598,-8.38956252428616,-7.00334974298675,-6.4763755848133,-5.60422726419861,-7.52057773450179,-8.55545277507303,-5.97781113635543,-0.452246569366025,3.64395075413324,4.18011135482202,1.00918247382178,-1.41898463094685,0.239991855744963,1.1552594536598,1.19606145711056,1.96244368862122,2.21957176768659,-7.74737200129283,-6.7125
2012-07-01,-4.20212259436301,-5.55373406192574,-8.62830025101999,-9.169178004744,-9.18437751674826,-9.17581529717382,-9.59662181020725,-8.81910698452291,-8.27095328511099,-8.31490280778818,-9.13430379746836,-9.56700421940928,-6.2984057150698,-0.422746827590331,3.43622467641473,3.40269063006611,-0.151567164503466,1.04615106538204,-1.56664328340798,1.11422064778042,1.29858694479675,0.98577123698756,1.61539194719901,-9.05364653353192,-8.21249999999999
2012-10-01,-2.92795430152262,-4.33143291616081,-7.8636100477885,-8.74749967249565,-8.8466468469187,-8.90034253798653,-9.98909671450774,-5.51655478613542,-7.30196646956017,-7.8989022323707,-8.95435185185185,-8.82522470641373,-4.96985296198343,1.08854857097769,4.53425109492664,3.8180365147446,-0.819307839505869,0.096200100478965,1.00491027681988,-0.6780983984584,1.40247445327442,1.30231689088817,1.24649438624906,-8.57288849932447,-7.74999999999999
2013-01-01,-0.324936951620167,-1.68073163166166,-5.4355738392239,-6.5716822206364,-6.73656092715924,-6.84003541673765,-7.83899373114713,-3.9242520025868,-4.87521769896608,-5.30673194515532,-6.9725383920506,-6.42804605957706,-2.22059294086917,3.7165536368333,6.44648517067925,4.8246291519048,-0.267471101377706,-0.76671687182118,0.136965724920033,0.613534764972801,-0.358718803684917,1.48040111856255,1.48823932235991,-6.35686770226059,-5.33125
2013-04-01,2.16301424234993,0.949444542693726,-2.78674094591888,-4.07311328646767,-4.28174942043394,-4.41933214378903,-7.14344980040247,-3.3125316214424,-2.90784920124832,-2.05771904367017,-4.60755215985895,-3.80824692498216,0.514828734902714,6.05291494629554,7.82926425471243,5.17982365434683,0.468580124038268,-0.691592380246845,-0.776247389039082,-0.036362000437012,0.342514440441525,-0.316633667366878,1.56894983979094,-3.83881971518493,-2.2
2013-07-01,2.82453165418742,1.78455399759534,-1.83289634593589,-3.22901785549777,-3.47364634837799,-3.64017057521905,-6.72557667535762,-1.47242948356995,-2.70838722214629,-0.901604256082337,-3.87745266781412,-2.87827275488508,1.47800763342602,6.5449156866832,7.38203580869077,3.86270328348974,0.881929193136037,-0.0197292401372182,-0.70187399892082,-0.935559319768343,-0.105428530581577,0.344944588752005,-0.259353148567364,-2.98279009161794,-0.481249999999996
2013-10-01,2.97046363984543,2.11431776284925,-1.32704950013252,-2.80855339589741,-3.08499900765456,-3.27793837399992,-3.94777038287946,-3.27909220993911,-1.70246482753042,-0.686785465191385,-3.56170868347339,-2.39030779753762,1.95800745318177,6.53677224115569,6.50954162850321,2.32366784225725,0.24823553201709,0.505150906758651,-0.0355324135333216,-1.17481836439292,-1.00188210957949,-0.108630287994663,0.26271196417417,-2.55444587508693,0.537500000000001
2014-01-01,4.61961713339195,4.00347977253474,0.919996046484684,-0.556440126252745,-0.843402456188336,-1.04679609507696,-0.112077650874724,-1.4639233868558,-0.517092219220267,0.977984195003962,-1.3520656634747,-0.143352988348504,4.01871464777499,7.93385858440238,6.93874951894396,2.0836160926686,-0.171163453910484,-0.0979278345009475,0.586089932947803,-0.96682031840743,-1.62133057741553,-0.99952840339871,-0.164321952356592,-0.312384677269499,3.25625
2014-04-01,5.11526137598801,4.75403981106567,2.11816063783996,0.698950881732344,0.414011066724981,0.209673385501397,2.02889129055898,-0.849374801373962,-0.935026445254273,1.02908437323573,-0.101924619085807,1.07137311365459,4.96211622910306,8.16354054634084,6.24724146311332,0.878757982095387,0.8176915726443,-0.485407577489487,-0.0634403934107455,-0.352563250029641,-1.56699035066707,-1.63824001283801,-1.04331918657676,0.923497635086314,4.84375
2014-07-01,5.15732699955646,5.04729349034591,2.90806503147889,1.58307804235042,1.309442718305,1.1113577739152,3.69372779782788,-0.24219570520021,0.955461749164144,0.192698159941017,0.805303030303037,1.8938096579902,5.46433455046395,7.94942774088454,5.20762962884891,-0.484722678059903,0.471572880922123,0.378800428813251,-0.447518332144049,-0.719513273856046,-0.902186026297432,-1.52293669451003,-1.69465537481043,1.78199845262424,6.0125
2014-10-01,3.87650918685966,3.9668464723977,2.25616554001235,1.00763808855379,0.740862957353009,0.545487652351099,4.16689274994955,3.43598288900122,-0.109546258325111,-0.807632934184781,0.2388151174668,1.2777706843718,4.59305937508184,6.49377212715635,3.16078364171735,-2.54479974172378,0.510463549510594,0.294254684937872,0.378005611197322,-0.886757187477831,-1.02649723653657,-0.957337055221061,-1.63782721503933,1.18652570337434,5.55
2015-01-01,5.40408059121078,5.73424297000626,4.6089397637743,3.53172317715455,3.29673866027576,3.12403486044527,7.56633280415173,3.5531630101504,2.35499775956136,2.45294716444162,2.8514606741573,3.69949129522163,6.58915396604699,7.75001779925271,3.72285628318423,-2.07175918443988,-0.524325071100821,0.106364257864564,0.477111094887725,-0.600334342243682,-1.33006375008134,-0.829408086891289,-0.743224460744833,3.67166310591558,8.15
2015-04-01,7.06410180062196,7.6770176244129,7.30926460255513,6.51228079945362,6.33877406948651,6.21307961521834,10.8106109658784,3.50070679812342,4.67805125892206,6.09328859071915,6.01860805860807,6.51188724319159,8.78712129696703,9.04491692976072,4.2247962859979,-1.71940296750654,0.865449579663781,-1.02812463997062,0.449883824555186,-0.63667208476331,-1.33640432341928,-1.06013661777652,-0.525294961268803,6.59176954524897,11.1
2015-07-01,7.67368159036323,8.57609304021581,9.05301653052814,8.60970857457768,8.51919438492137,8.45883591462714,13.6533135677756,7.14927201686996,4.78446655814867,9.14462328090919,8.3776397515528,8.40459596504478,9.95713738083707,9.25805707056233,3.67837492769965,-2.32983957617243,1.43167873201606,0.170435440505538,-0.740198684609419,-0.755638099244557,-1.34090653167589,-0.872441470657298,-0.745596167510358,8.61539958795595,13.13125
2015-10-01,9.2685873391461,10.4978790257881,11.9868076742615,12.015528485083,12.042311386496,12.0765683354502,21.3730726858634,12.4151788340532,8.43543190515184,12.5894983365445,12.1653576437588,11.5443600608755,12.1808942546752,10.3762655408514,3.96502846920278,-2.14000102010426,1.27046462331725,0.943250192965144,1.10211682673362,-2.24859596241923,-1.65212599791974,-0.276921164204509,0.267576392818762,11.9245399613484,16.2125
