"ID","date","c.hamilton13_panel","c.hamilton20_panel","c.hamilton24_panel","c.hamilton28_panel"
"AR",2015-01-01,-0.929118850316577,-0.404428406985279,-3.06174444689876,-2.47715735448465
"AR",2015-04-01,0.103987030763085,0.212448501147843,-3.04584632894651,-0.770294699113747
"AR",2015-07-01,-0.415685857008794,0.457721184807136,-2.16421651746514,-1.30530575275373
"AR",2015-10-01,0.836108703012544,1.67676142333111,0.570253871246975,-0.441232261293931
"AR",2016-01-01,-0.847533491058501,1.88347169282105,1.29837903668498,-1.13212122389226
"AR",2016-04-01,-0.355773866816064,0.924434952915455,1.13836755389815,-1.74774476521207
"AR",2016-07-01,-0.504122073746749,0.207254213208931,1.35033421877021,-0.806002861931829
"AR",2016-10-01,-0.569621532703584,0.696423666024688,0.906718886627037,0.119404235228546
"AR",2017-01-01,-2.33040606076276,0.972163292726994,1.03583178467519,0.643969382756664
"AR",2017-04-01,-0.274518124934449,1.34731017556352,1.42904015842626,1.65441201413819
"AR",2017-07-01,3.77901642114962,1.99675234334179,1.89742160457572,3.07099319979231
"AR",2017-10-01,6.5155764100199,2.99357393692541,4.4168998137548,4.73239569062855
"AR",2018-01-01,7.23474916326112,4.46003496971534,5.54726573446604,6.07249500782438
"AR",2018-04-01,10.3909482331156,7.56652005318305,8.47438099500638,8.67213018218259
"AR",2018-07-01,13.9561127394327,11.7497213041387,12.2959164196784,12.2933565191953
"AR",2018-10-01,9.47030902366199,5.9196289288692,6.44375826658703,8.55700839373971
"AR",2019-01-01,6.60895050362791,7.17511022885544,7.41343850810327,9.23563728923293
"AR",2019-04-01,5.29263823439257,7.55894246073791,4.6988765951129,5.7571122988574
"AR",2019-07-01,9.42919974566195,11.4205560162693,8.06994881700915,8.7434272312942
"AR",2019-10-01,7.47159303892081,9.46772118603249,4.28426463025628,5.12331568569062
"AR",2020-01-01,6.06697185011935,8.17740595043527,4.48064983751414,5.78214092399462
"AR",2020-04-01,8.27298056510742,8.93577512064549,9.11015492023312,6.80341144144475
"AR",2020-07-01,6.84101037178509,8.90815756746148,10.0391406411035,6.62645400164797
"AR",2020-10-01,5.89357209198768,6.50524336918693,11.0572618029301,5.75404591005574
"AR",2021-01-01,1.12330421966166,6.54816910301658,9.25728804351858,6.49190043377499
"AR",2021-04-01,-1.37484931147313,4.49029109932093,5.45673023861337,6.73778097515528
"AR",2021-07-01,-8.01406563103232,3.14344223219912,3.36982300080118,3.99895435976321
"AT",1975-10-01,-0.146765839790843,1.92458213364942,2.47239858831168,2.71907851296156
"AT",1976-01-01,-0.632310038132445,1.90410552079019,1.94247533595067,2.41808319422123
"AT",1976-04-01,1.53864479777295,2.49353356393253,2.92837137644831,3.29189057255491
"AT",1976-07-01,2.8424286793934,3.31124397967857,3.87827589018845,3.78355374651054
"AT",1976-10-01,5.55257319603496,5.66442909631301,6.57313867432989,6.72161534567106
"AT",1977-01-01,4.87672560828644,4.38922790619581,5.49426749251657,5.5301629083485
"AT",1977-04-01,7.00009881630017,5.50348444395264,6.24071376703774,6.63796966281707
"AT",1977-07-01,7.72552950210646,5.10638015648008,6.38621487709833,6.95401017235332
"AT",1977-10-01,8.61316822363114,5.78778176929603,6.63268140270952,7.52123688027978
"AT",1978-01-01,7.91175153614662,6.39532005908753,6.45216398775748,7.43690298219708
"AT",1978-04-01,9.38447016496209,7.55787256891724,7.47609736779529,8.08491612980953
"AT",1978-07-01,9.85349072185518,8.7303639487063,8.22402037314245,9.14277156246481
"AT",1978-10-01,11.5793878859486,11.2782448689947,10.0062641070989,10.5584299543085
"AT",1979-01-01,10.3996735676938,11.6080643053847,10.1602724691194,9.77790316962593
"AT",1979-04-01,11.536718235882,13.2126137130954,11.4569184308858,10.8717612917499
"AT",1979-07-01,10.9865114373223,13.6793923177442,11.7528600050166,11.0101448270825
"AT",1979-10-01,11.7909022229921,15.1057678307714,14.1434012406978,12.6627416302365
"AT",1980-01-01,8.3823869981073,14.8978514185241,14.318499780634,12.3827937081727
"AT",1980-04-01,11.2948095674087,15.1485884676237,15.7495252537493,14.0842137058334
"AT",1980-07-01,10.9727875408623,15.7997794556037,16.5588920720033,15.3045019982469
"AT",1980-10-01,10.3496001141113,15.4611672407712,16.4649082987231,15.7881747384873
"AT",1981-01-01,9.97935736350318,15.5310175891454,16.762435981667,16.3248559292927
"AT",1981-04-01,10.8059980281064,15.3963205690939,16.8737340173099,17.3810563826114
"AT",1981-07-01,9.17205092116224,14.2219574265684,16.3178317187396,17.3011307232966
"AT",1981-10-01,8.25906774974959,12.2442666099315,16.3705597813175,17.5939436529129
"AT",1982-01-01,5.14288385416537,12.7482266896668,15.0022098225805,16.1440743595887
"AT",1982-04-01,5.86543895072814,10.8152940812318,13.7622293221369,15.0858094174337
"AT",1982-07-01,3.59589251954753,9.03671433778368,11.7172090020192,13.5949102048022
"AT",1982-10-01,2.34777487355973,8.04814234736159,8.77635156131312,12.4434213779485
"AT",1983-01-01,-2.15331267355276,5.50048268100382,7.69798261079936,9.78805623554816
"AT",1983-04-01,-1.7074097531372,3.78768457435233,6.13982337712196,8.7331846881582
"AT",1983-07-01,-3.44864591908324,1.6094603396343,4.23835173327488,7.09147990727007
"AT",1983-10-01,-4.83123202026632,-0.159577748549166,3.87289217585471,4.60404031010255
"AT",1984-01-01,-7.65779409891904,-1.99740531283891,0.985613465333771,2.50590047366317
"AT",1984-04-01,-7.10218663313772,-2.77862557462094,0.47364694209773,2.21245994728134
"AT",1984-07-01,-7.68355493800671,-3.06986134724968,-0.534560216541031,2.19368431591146
"AT",1984-10-01,-4.84837014075913,-2.43100922673032,0.307498767717644,3.7783551273253
"AT",1985-01-01,-7.14140940713075,-3.22977268907003,-0.486808633340496,2.17370014048306
"AT",1985-04-01,-5.56759287191299,-3.94647540638557,-1.41359031493642,1.46552848349127
"AT",1985-07-01,-5.13089214959558,-5.26618486692588,-2.41822143851316,0.223730280358668
"AT",1985-10-01,-3.63929011094691,-4.55698756877437,-3.06623150661817,-0.739570080843283
"AT",1986-01-01,-5.62271545719115,-7.29005373400572,-4.97574466817458,-2.91729063585668
"AT",1986-04-01,-2.69559351847972,-8.00360155486975,-5.70306380406751,-3.81137379600671
"AT",1986-07-01,-2.59200689332227,-7.64948946104664,-7.09248333306184,-4.20471092770263
"AT",1986-10-01,0.100031783518377,-6.14966955499724,-4.85837628392412,-3.66957060187904
"AT",1987-01-01,-1.49738516546349,-7.04969084817406,-7.12997268140433,-5.41764930663931
"AT",1987-04-01,2.37038359777607,-6.11727576524788,-7.43005754962754,-5.83195307526541
"AT",1987-07-01,1.6257536198571,-5.07471399299885,-6.74356932600413,-6.22733686288694
"AT",1987-10-01,2.44735516739686,-2.56723144882555,-5.38789760693613,-4.69740593941554
"AT",1988-01-01,-1.10849384861428,-1.2539796303896,-5.69341868367285,-6.0550053162957
"AT",1988-04-01,3.28703582752141,0.561582254273747,-3.4788444959669,-4.85106019815603
"AT",1988-07-01,3.30446922709448,1.34972560780009,-2.94833096870661,-4.66130830548283
"AT",1988-10-01,4.61705759463516,3.64356178067465,-0.451303109322018,-3.13761886200925
"AT",1989-01-01,0.613582653273517,3.59586982449226,-1.12488732212192,-5.43233544643637
"AT",1989-04-01,5.66208527331559,3.6159947530523,0.266672703371792,-3.58164215113816
"AT",1989-07-01,6.72197782606544,4.52206033466763,2.26919952863359,-1.26364863710785
"AT",1989-10-01,6.95744224289937,4.09985834640894,4.31501946488606,0.651008839776034
"AT",1990-01-01,2.45393828217361,5.36714952170351,5.74349826519138,1.49956645376821
"AT",1990-04-01,7.78704747499653,6.25177841982144,6.30023500751295,3.66248078609824
"AT",1990-07-01,7.26415399265446,5.70286722548231,5.61843381632594,4.39041259232549
"AT",1990-10-01,6.94072237255075,6.07234379869662,5.5987918395846,5.79133624054125
"AT",1991-01-01,2.47160493684283,8.00398424270154,6.10487569957166,6.3172367276165
