"ID","date","c.hamilton13_panelr15","c.hamilton20_panelr15","c.hamilton24_panelr15","c.hamilton28_panelr15"
"AR",1999-10-01,5.84329281515463,6.95774653203506,7.43222698147803,9.65230623269343
"AR",2000-01-01,3.83997286803348,6.64314919613608,6.33390710377641,6.8330035948519
"AR",2000-04-01,2.88089872679115,5.11440193866312,4.7430804038776,6.38369644034606
"AR",2000-07-01,1.59374250033526,5.31288134103516,4.39037426072154,5.88587815295443
"AR",2000-10-01,0.651334586732148,3.39335363236292,3.52941573845684,4.02960590772432
"AR",2001-01-01,-1.10274820719278,2.55014533805834,3.03591957255826,3.13920754991432
"AR",2001-04-01,0.18193711182301,3.29661777242718,3.44277494253937,3.30469504352737
"AR",2001-07-01,-0.787676220166885,2.06379729161538,2.57639475470384,2.11675151998842
"AR",2001-10-01,9.75610098683479,12.527383944625,12.7780343300579,12.8796266362592
"AR",2002-01-01,44.1167187356963,47.1137386311588,47.5848117040491,47.8927272662453
"AR",2002-04-01,52.7228629776561,54.5069825143603,55.4893495111332,55.4421003168682
"AR",2002-07-01,43.6165626170283,45.2480415728717,46.1002182605553,46.3154267440107
"AR",2002-10-01,30.7824586403948,31.03545355865,31.9703722156853,32.0720711534699
"AR",2003-01-01,19.6049132524446,20.1210476923359,20.5583504538255,20.8413806341492
"AR",2003-04-01,15.4309938918568,14.3829780286987,14.1778940795052,14.8250151032214
"AR",2003-07-01,13.527109171803,11.8952498744558,11.7946815459363,12.5668117220925
"AR",2003-10-01,11.387871433021,9.47439897759454,9.3393489901764,10.1866334760319
"AR",2004-01-01,7.37554504395032,5.61483684914041,5.46609307244988,6.01305168510064
"AR",2004-04-01,6.91925347466151,4.63280721497998,4.63316824985451,4.6656412970839
"AR",2004-07-01,4.18191636879473,4.312733163969,3.52555582281283,3.85131377873687
"AR",2004-10-01,3.24298206291586,1.96415565464848,0.977323621128624,1.3907482179721
"AR",2005-01-01,-13.6451780136976,0.919098932203939,-1.21221071095953,-0.699932922441213
"AR",2005-04-01,-52.6519332365403,-0.0580778185935616,-2.29044441369912,-1.8326466276076
"AR",2005-07-01,-56.708602742995,-1.76967490260389,-3.32175748276015,-3.68171363322904
"AR",2005-10-01,-39.9200112950587,-2.55433279750428,-3.96347856232561,-4.30393755376326
"AR",2006-01-01,-16.3004783461776,-2.83171995528311,-3.33960791086475,-4.59195322038999
"AR",2006-04-01,-6.30456667325915,-4.88362246873641,-3.7485300502854,-5.4322173706288
"AR",2006-07-01,-6.62321087384345,-4.53355911140145,-4.24895718184225,-5.33553933676594
"AR",2006-10-01,-10.2283813673368,-18.1274582740563,-5.17727528238676,-6.15259096552011
"AR",2007-01-01,-11.808114689342,-51.7222265493274,-5.4244103034768,-5.36353690768207
"AR",2007-04-01,-9.43609415915677,-54.8811308478489,-7.29285879058486,-6.57659083786302
"AR",2007-07-01,-9.86441707158239,-41.3691112349757,-6.41043567409814,-7.35318638087548
"AR",2007-10-01,-10.5756060037317,-18.6126897981002,-20.8335317856083,-7.61493141127942
"AR",2008-01-01,-9.91530480636388,-9.32479157161266,-56.7505492802188,-7.82336724045417
"AR",2008-04-01,-9.0143854806988,-10.5088280644785,-64.8528815674749,-11.492074847295
"AR",2008-07-01,-9.11062286224015,-14.1025730451015,-51.0381601278299,-9.24146367447628
"AR",2008-10-01,-7.12767518350852,-14.8155483540207,-19.679454315382,-26.8260466706552
"AR",2009-01-01,-6.60681439400039,-11.7204979986896,-6.14043555404722,-63.9105755016066
"AR",2009-04-01,-5.62541804528881,-12.2324601674535,-6.10580436968007,-43.1457002759008
