"AR","AT","AU","BE","BR","CA","CH","CL","CN","CO","CZ","DE","DK","ES","FI","FR","GR","HK","HU","ID","IE","IL","IN","IT","JP","KR","LU","MX","MY","NL","NO","NZ","PL","PT","RU","SA","SE","SG","TH","TR","UK","US","ZA"
"1995-04-01",NA,-0.321464576986117,-0.11398266946437,-0.413640924685027,NA,-0.384533337396579,-0.0808136081801605,NA,NA,NA,NA,0.233767868165808,-0.908402962193374,6.48093968177217,-11.7845655029951,-0.226109513983538,0.0974864701405757,0.889989241740048,-0.688670426825977,-0.287598428041433,0.0111930278291838,NA,-0.280151473982533,0.117255376255444,0.206196262212739,-0.0525939792400479,NA,NA,1.06305564474631,-0.192121395103005,-2.16903949299285,-0.011917214083383,NA,-2.33816676597315,NA,NA,-11.4094218366233,1.21542980725195,3.10026497602349,NA,-0.897512271690089,0.432018259394027,0.126041737832338
"1995-07-01",NA,-0.15578959415951,0.063627451216909,-0.632909584059691,NA,-5.86185522887058,-0.531522586563378,NA,NA,NA,NA,-0.103507365342878,-1.02268618946153,-0.462078720167938,-12.7069075319289,-0.284619140099602,-0.0638058968466482,1.04152791668272,-0.264262916832561,0.36032799685054,0.0686931637871906,NA,0.531247761801214,-0.354902109858078,-0.526378965798778,0.128534027325121,NA,NA,2.02078126518876,-0.53494449945114,-1.75060958096072,-0.081667027475127,NA,-0.551656909146765,NA,NA,-13.549584948469,1.38418624505448,7.23640219450255,NA,-0.692081920594823,2.03370046846127,0.119453875775714
"1995-10-01",NA,0.569638828219862,-0.277414869175524,-0.541935871548945,NA,-0.421960812045545,-0.0233742443613665,NA,NA,NA,NA,0.0333137553302199,0.209919716346888,-0.358494120612437,-14.7296169845998,-0.80495128341143,-0.0189386278303977,0.26572270938404,-0.872528049859696,1.05197207072034,0.188834217439584,NA,-0.178641539954052,0.401761543478476,0.0622812933091926,-0.155452072335556,NA,-0.74112829131542,5.77380709337149,-1.95815977291488,-2.84662518754216,0.55816370429654,NA,0.040010119758112,NA,NA,-12.4537124620482,1.51299243686624,9.52350396186837,NA,0.218026293932254,1.82602581204707,0.585038283121671
"1996-01-01",NA,-1.24618036706454,0.0455110939100908,0.0332760892104189,NA,-0.239965394117053,1.29980977601221,NA,NA,NA,NA,-0.0115250531272133,4.57938403135216,-0.572391927676132,-14.8949879571601,-1.0654835701886,-0.162545366616068,1.02644669880583,-1.91808855191415,0.640529948664,0.121155708373398,NA,-0.277772412413037,-0.208929868824228,0.467375441467631,-0.150550099139124,NA,-2.32580222522062,5.85003644316026,-0.0482280124705321,-1.92739265747504,-0.310277452661838,NA,3.89133210326897,NA,NA,-11.2901028814526,1.2066432054624,11.1454496157773,NA,0.972926732697948,1.41468758342339,0.85703849906754
"1996-04-01",NA,0.512405749577238,-0.102907851149461,0.628827136155907,NA,0.283711003359826,0.798387968242455,NA,NA,NA,NA,0.128386175113037,2.79721015803651,0.0808630359938857,-4.68763434039421,-0.597474028021474,-0.0564852057904981,1.05410373888685,-1.1794580362387,0.812876551056086,0.280885262779061,NA,-0.217044933533729,0.2949559360488,-0.2327789514723,0.694402888187653,NA,-3.71340521316155,3.40369276362234,1.30577119697052,-0.779305438386989,1.14930870300992,NA,6.60266387771151,NA,NA,-5.1937853994549,1.5960543952012,8.08520246363918,NA,-0.505602486956816,0.878056073705604,0.736069306295841
"1996-07-01",NA,0.142170549489464,-0.136739250847587,0.844561928666844,NA,0.349106193602452,-0.459137312512839,NA,NA,NA,NA,0.119221943368857,-0.243238371175558,-0.0304179917917721,-2.40437236904691,-0.75904480665041,-0.148593143151985,1.32298282086196,-0.662096816206853,1.89175428833148,0.267080710882786,NA,0.707583758520855,-0.0385732852698384,-0.73085673373394,1.60352303321044,NA,-3.33579949247937,5.29004521220905,0.61537243438789,-1.7704807790723,0.206314094919302,NA,2.25280096171203,NA,NA,-11.821639880374,2.41043807454212,5.44674489930464,NA,0.422507830029598,0.798442402250406,0.293332136531486
"1996-10-01",NA,-0.154177164112455,-0.774946636423947,0.678856926364783,NA,-0.422538818150175,-0.424834334281174,NA,NA,NA,NA,0.31101640262664,-0.428478150720951,0.364664845137665,-3.89799290831352,-0.356230380377544,-0.1706732003725,0.256030937855449,0.217984096425467,0.946731057929107,0.28669977665846,NA,0.225129094104018,0.515555249219293,-0.773891112525413,2.1709455947458,NA,-3.26323895732867,9.5333483596297,0.512704323201222,-3.14331528262118,1.37851665983466,NA,3.1532162797779,NA,NA,-2.68504673823851,1.22257543249922,1.54228915030949,NA,-0.700635719812926,-0.522454714172181,0.579219745843321
"1997-01-01",NA,-0.461547463630608,0.294575338129867,1.28545392349404,NA,4.06040617039187,0.636498242065073,NA,NA,NA,NA,0.13189160984884,0.153348063609104,0.57081798845959,-2.68083761214857,0.280151365431579,-0.0568814967151076,1.25822794201446,0.405489168479189,0.738129858946928,0.336055619826312,NA,-0.291959645888524,-0.140768519054267,0.0207579380405366,1.39429787499608,NA,-2.30666226478578,16.1286398207702,2.02103709327308,-1.44726639748021,0.366893577834897,NA,6.90984494597832,NA,NA,-8.30961176621302,1.70212271390335,6.13313272781541,NA,-3.79060572600738,-1.61436582104217,0.384773071236002
"1997-04-01",NA,0.689500005508476,-0.326767899383767,1.79781578200846,NA,9.46757664522918,0.568522508564272,NA,NA,NA,NA,0.264438520477324,1.95399668070218,0.80515572637819,1.84285283355844,0.0285865489599054,0.0263055293413532,2.91571431063431,-0.7649280317543,0.982269717172638,0.447140685440381,NA,-0.373799471895557,0.430287069465469,-1.8977597519246,3.0979802337432,NA,-1.8100753454529,18.2772502379925,3.83029563250456,2.11746547643447,0.798809701984866,NA,3.80149038297082,NA,NA,22.3344959625767,1.41180121660503,4.47532575867428,NA,-3.53621942435897,-0.61737865654459,0.34446789799173
"1997-07-01",NA,0.104994314476625,0.799328565331487,1.63644103965122,NA,2.33201336521384,-1.02128717806277,NA,NA,NA,NA,0.229350371734099,3.29978489776844,0.89672827601835,-0.0530864419105948,-0.489290161030212,-0.132152798622614,3.35849881863191,-0.260275080064914,4.16835025434063,0.517840567656558,NA,0.357936253823773,-0.0764263543371483,-1.35416942537994,1.25962592603713,NA,-3.58579061823434,18.8625819957331,2.28566969894819,2.53172816634307,0.843833750329625,NA,-0.771034974636109,NA,NA,-1.04818260296871,2.0024581621346,5.33384519288947,NA,0.671025572040318,1.32461949368756,0.665621157731047
